	Note ESG
Vertex, Inc.	21.7
Viant Technology, Inc.	22.0
Vimeo, Inc.	26.2
Visa, Inc.	15.4
Vista Group International Ltd.	21.1
Visual China Group Co., Ltd.	25.0
Vitec Software Group AB	23.4
Vizio Holding Corp.	27.5
VMware, Inc.	17.6
VNET Group, Inc.	18.6
Vobile Group Ltd.	30.2
Voyager Digital Ltd.	29.4
WalkMe Ltd.	22.6
Wangsu Science & Technology Co., Ltd.	29.9
Wavestone SA	17.7
Weave Communications, Inc.	23.6
WEB Travel Group Ltd.	20.9
Webzen, Inc.	15.9
Weibo Corp.	24.4
Weimob, Inc.	26.1
Wemade Co., Ltd.	13.7
WEX, Inc.	20.5
WIIT SpA	21.0
WingArc1st Inc.	23.5
Winning Health Technology Group Co. Ltd.	26.2
Wipro Ltd.	14.0
Wirtualna Polska Holding SA	23.7
Wise Plc	25.0
Wisetech Global Ltd.	19.2
Wix.com Ltd.	19.7
Wolters Kluwer NV	11.4
Wonders Information Co., Ltd.	27.5
Wondershare Technology Group Co., Ltd.	31.8
Workday, Inc.	16.2
Workiva, Inc.	20.2
Worldline SA	11.2
XD, Inc.	22.2
Xero Ltd.	14.8
XP, Inc.	20.3
Xperi, Inc.	15.0
Yeahka Ltd.	26.1
Yelp, Inc.	19.9
Yext, Inc.	30.2
YGsoft Inc.	25.3
Yidu Tech, Inc.	24.2
Yonyou Network Technology Co., Ltd.	22.7
YOOZOO Interactive Co., Ltd.	21.1
Youdao, Inc.	24.5
Yusys Technologies Co., Ltd.	25.1
Zengame Technology Holding Ltd.	24.2
Zensar Technologies Ltd.	17.3
Zeta Global Holdings Corp.	24.4
Zhejiang Century Huatong Group Co., Ltd.	19.8
Zhejiang Jinke Tom Culture Industry Co., Ltd.	20.1
Zhihu, Inc.	28.1
Ziff Davis, Inc.	17.6
Zillow Group, Inc.	22.6
ZipRecruiter, Inc.	24.0
Zomato Ltd.	16.9
Zoom Video Communications, Inc.	14.8
ZoomInfo Technologies, Inc.	17.2
Zscaler, Inc.	16.5
Zuken, Inc.	24.0
Zuora, Inc.	21.7
ZW Soft Co., Ltd.	26.1
ZX, Inc.	26.3
